0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383
-0.0030739834,0.0068799555,0.06981084,0.0015832343,0.01087523,0.0008607524,-0.0014704838,-0.037791945,-0.0038392034,-0.025833882,-0.05756696,0.015048549,0.007061349,-0.004476325,-0.04549822,0.033886272,-0.016616615,0.006127878,-0.020998936,0.07746348,-0.005811242,0.01792975,0.015589574,0.00948859,0.02094882,-0.018804653,0.036853995,0.023992999,-0.014357776,0.012766604,0.08127034,-0.024980675,-0.042996146,-0.011551759,-0.0033332047,-0.019689335,0.012070556,0.0019226047,0.036375035,0.008025487,0.0076355217,-0.08713046,-0.017834228,-0.00890031,0.013195777,0.012268507,-0.015331338,0.04245331,0.062916376,-0.030307643,-0.009378119,-0.002490309,0.03149662,-0.017592438,0.014850474,0.01914263,0.020121237,-0.0060433303,0.020701906,0.04005601,-0.00834687,-0.019597191,-0.028284656,0.027945884,-0.01151969,0.036385395,-0.016593797,0.02241375,-0.06262798,0.05584373,0.08911897,0.023510847,-0.02370122,-0.026503967,0.047195766,-0.016766947,0.008655817,0.0117992,0.024271773,-0.008684323,0.0023501222,-0.018546414,-0.034132257,-0.01953144,0.021953264,-0.038165107,-0.0011833063,-0.050944485,0.013249582,0.01704699,-0.08918087,-0.037783094,-0.016058354,0.035927944,0.018724263,0.010199613,0.017699363,0.026984453,-0.048519924,0.041164063,-0.027968578,0.02312358,-0.051508293,-0.03836699,0.016467813,-0.016251048,-0.022350756,-0.015279199,-0.009739296,0.020898525,0.018897977,-0.022732623,0.010097929,-0.004532845,0.0021338763,-0.07026462,-0.010059885,-0.04418402,-0.04821157,-0.031597015,-0.031360373,0.030946167,-0.06081554,0.024798106,0.009370076,-0.06924386,-0.07415383,-2.0110405e-33,0.05460997,-0.048305552,-0.010642314,0.027333675,-0.022540469,0.08524803,0.0049768845,-0.048762824,0.017451607,-0.004188996,-0.0488233,0.025273485,0.0011291931,-0.0017274173,-0.016043033,-0.024436977,-0.0400057,0.053451493,-0.05978901,-0.0153241,0.012992037,0.03217337,-0.01586111,0.01789067,-0.008210969,-0.040763676,0.06024248,0.012181854,-0.031695172,0.013809144,-0.07855488,0.0024540783,0.013860971,0.03670689,-0.0056114793,0.02224686,-0.03075407,-0.009388629,-0.03752658,0.012289645,-0.021154046,0.04243008,-0.027773054,0.035886306,-0.019229988,0.013572808,0.018018449,-0.012376755,0.0038204268,-0.01060172,0.034218155,0.043722615,0.029156815,0.031857744,0.0040783817,-0.051889837,-0.030239651,-0.014222022,0.007742002,-0.03905366,-0.022514991,0.017987596,-0.026910283,0.02113688,-0.06023993,0.031412814,-0.058049653,-0.018934967,-0.009548635,0.020713849,0.008209521,-0.005462549,-0.021540327,-0.022950388,-0.029336091,0.011058967,0.043068353,0.0154280085,0.07680745,0.0004886846,-0.0071357456,-0.053641792,0.09022871,0.03237976,-0.012856127,-0.0032996756,-0.014809916,-0.01933199,0.00016973082,0.03689005,-0.06837772,-0.012560193,-0.0029886065,0.010174226,-0.03626159,-4.7979717e-34,-0.0655144,-0.027648963,-0.028737338,0.059436534,0.008294347,-0.0050083282,-0.00027178458,0.02488235,-0.008836794,-0.029382644,-0.014884716,-0.0015327138,0.045035716,0.021938352,-0.021550914,0.0050173053,0.085236564,-0.032748483,0.0009349871,0.022151103,0.039443154,0.081486806,-0.029286562,0.03832209,-0.030592037,-0.024246093,0.06775734,-0.06290247,0.009935991,-0.014824135,-0.0038180575,-0.011552678,-0.014539668,0.049478292,0.04349471,0.07415299,0.025349865,-0.04590644,0.012022663,0.0006151652,0.050905652,-0.04280242,0.005874358,0.024438474,-0.005908721,0.030688945,-0.011342899,0.00080662395,-0.00702152,0.003228951,-0.043007724,0.049883623,-0.018421164,0.056883913,-0.04548303,-0.08652374,-0.02506158,-0.02053716,0.010435179,0.04875595,0.02398967,-0.008118727,0.042603526,-0.05521435,-0.021627981,0.02052643,-0.060647253,-0.0219686,0.067689665,0.040163074,-0.01407039,-0.020698614,0.018881612,0.003109272,0.05544456,0.034318235,-0.019702088,0.050045088,0.0053764824,0.06440617,-0.007599502,-0.039192174,-0.0072749974,-0.0078389915,0.014710469,0.06300105,-0.012070285,-0.03428622,-0.04570931,0.018112777,0.0051830714,-0.015727498,-0.028044652,-0.00087464415,-0.024324872,-2.3017472e-08,0.02174161,-0.027535673,0.030663047,0.0025506532,-0.050133154,0.024757316,-0.045562066,-0.026585175,0.00944919,-0.007318357,0.08352391,0.007894725,-0.041457202,-0.031064201,-0.03842456,0.027454723,0.010684335,-0.022781057,-0.021797372,-0.029971633,-0.008336895,0.018266847,-0.035450164,0.05242123,0.027050765,-0.00957823,-0.027067326,0.04403573,-0.00470824,-0.0111295665,0.00876845,-0.02517844,-0.087007396,-0.01820864,0.01654866,0.059287008,-0.03726504,0.020262884,0.05821639,0.021995736,-0.032442722,0.033957485,0.023452397,0.012660479,-0.026305633,-0.021896204,-0.0038304164,0.052302357,0.031836115,-0.044828057,-0.03993245,1.2783334e-05,0.010730812,0.010487903,0.07640154,0.059842147,0.0067053107,-0.03183327,-0.0054451516,0.025619805,0.01556918,-0.016041983,-0.038822833,0.062361892
