Outlet_Figure,Average_Sentiment
CNN_Biden,0.1935483870967742
CNN_Trump,-0.39896373056994816
FOX_Biden,-0.6064139941690962
FOX_Trump,-0.06451612903225806
NBC_Biden,0.38235294117647056
NBC_Trump,-0.2328767123287671
