Outlet,Figure,Sentiment,Date,Sentiment_Numeric,Weighted_Mean
NBC,Trump,Negative,april_5,-1.0,-0.2328767123287671
CNN,Biden,Neutral,april_7,0.0,0.1935483870967742
CNN,Trump,Negative,april_7,-1.0,-0.39896373056994816
CNN,Trump,Negative,april_7,-1.0,-0.39896373056994816
CNN,Trump,Negative,april_7,-1.0,-0.39896373056994816
CNN,Trump,Neutral,april_7,0.0,-0.39896373056994816
FOX,Biden,Negative,april_7,-1.0,-0.6064139941690962
FOX,Biden,Positive,april_7,1.0,-0.6064139941690962
FOX,Biden,Negative,april_7,-1.0,-0.6064139941690962
FOX,Biden,Negative,april_7,-1.0,-0.6064139941690962
FOX,Biden,Negative,april_7,-1.0,-0.6064139941690962
FOX,Biden,Negative,april_7,-1.0,-0.6064139941690962
FOX,Biden,Neutral,april_7,0.0,-0.6064139941690962
FOX,Biden,Negative,april_7,-1.0,-0.6064139941690962
FOX,Biden,Positive,april_7,1.0,-0.6064139941690962
FOX,Biden,Negative,april_7,-1.0,-0.6064139941690962
FOX,Biden,Negative,april_7,-1.0,-0.6064139941690962
FOX,Biden,Negative,april_7,-1.0,-0.6064139941690962
FOX,Biden,Negative,april_7,-1.0,-0.6064139941690962
FOX,Biden,Negative,april_7,-1.0,-0.6064139941690962
FOX,Biden,Neutral,april_7,0.0,-0.6064139941690962
FOX,Trump,Positive,april_7,1.0,-0.06451612903225806
FOX,Trump,Neutral,april_7,0.0,-0.06451612903225806
FOX,Trump,Negative,april_7,-1.0,-0.06451612903225806
FOX,Trump,Positive,april_7,1.0,-0.06451612903225806
FOX,Trump,Neutral,april_7,0.0,-0.06451612903225806
FOX,Trump,Positive,april_7,1.0,-0.06451612903225806
FOX,Trump,Positive,april_7,1.0,-0.06451612903225806
NBC,Biden,Negative,april_7,-1.0,0.38235294117647056
NBC,Biden,Negative,april_7,-1.0,0.38235294117647056
NBC,Biden,Positive,april_7,1.0,0.38235294117647056
NBC,Biden,Negative,april_7,-1.0,0.38235294117647056
NBC,Biden,Neutral,april_7,0.0,0.38235294117647056
NBC,Trump,Neutral,april_7,0.0,-0.2328767123287671
NBC,Trump,Negative,april_7,-1.0,-0.2328767123287671
NBC,Trump,Negative,april_7,-1.0,-0.2328767123287671
NBC,Trump,Negative,april_7,-1.0,-0.2328767123287671
NBC,Trump,Neutral,april_7,0.0,-0.2328767123287671
NBC,Trump,Negative,april_7,-1.0,-0.2328767123287671
CNN,Biden,Positive,march_14,1.0,0.1935483870967742
CNN,Biden,Positive,march_14,1.0,0.1935483870967742
CNN,Trump,Negative,march_14,-1.0,-0.39896373056994816
CNN,Trump,Negative,march_14,-1.0,-0.39896373056994816
CNN,Trump,Neutral,march_14,0.0,-0.39896373056994816
CNN,Trump,Negative,march_14,-1.0,-0.39896373056994816
CNN,Trump,Neutral,march_14,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_14,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_14,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_14,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_14,0.0,-0.39896373056994816
FOX,Biden,Negative,march_14,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_14,0.0,-0.6064139941690962
FOX,Biden,Negative,march_14,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_14,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_14,0.0,-0.6064139941690962
FOX,Biden,Negative,march_14,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_14,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_14,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_14,0.0,-0.6064139941690962
FOX,Biden,Negative,march_14,-1.0,-0.6064139941690962
FOX,Trump,Neutral,march_14,0.0,-0.06451612903225806
FOX,Trump,Positive,march_14,1.0,-0.06451612903225806
FOX,Trump,Neutral,march_14,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_14,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_14,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_14,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_14,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_14,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_14,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_14,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_14,0.0,-0.06451612903225806
NBC,Biden,Neutral,march_14,0.0,0.38235294117647056
NBC,Biden,Neutral,march_14,0.0,0.38235294117647056
NBC,Biden,Neutral,march_14,0.0,0.38235294117647056
NBC,Trump,Neutral,march_14,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_14,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_14,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_14,0.0,-0.2328767123287671
CNN,Biden,Negative,march_16,-1.0,0.1935483870967742
CNN,Trump,Negative,march_16,-1.0,-0.39896373056994816
CNN,Trump,Neutral,march_16,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_16,0.0,-0.39896373056994816
CNN,Trump,Negative,march_16,-1.0,-0.39896373056994816
CNN,Trump,Negative,march_16,-1.0,-0.39896373056994816
CNN,Trump,Negative,march_16,-1.0,-0.39896373056994816
CNN,Trump,Neutral,march_16,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_16,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_16,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_16,0.0,-0.39896373056994816
CNN,Trump,Negative,march_16,-1.0,-0.39896373056994816
CNN,Trump,Negative,march_16,-1.0,-0.39896373056994816
CNN,Trump,Neutral,march_16,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_16,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_16,0.0,-0.39896373056994816
CNN,Trump,Negative,march_16,-1.0,-0.39896373056994816
CNN,Trump,Neutral,march_16,0.0,-0.39896373056994816
CNN,Trump,Negative,march_16,-1.0,-0.39896373056994816
FOX,Biden,Neutral,march_16,0.0,-0.6064139941690962
FOX,Biden,Negative,march_16,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_16,0.0,-0.6064139941690962
FOX,Biden,Negative,march_16,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_16,0.0,-0.6064139941690962
FOX,Biden,Negative,march_16,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_16,0.0,-0.6064139941690962
FOX,Biden,Positive,march_16,1.0,-0.6064139941690962
FOX,Biden,Negative,march_16,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_16,0.0,-0.6064139941690962
FOX,Biden,Negative,march_16,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_16,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_16,0.0,-0.6064139941690962
FOX,Biden,Negative,march_16,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_16,0.0,-0.6064139941690962
FOX,Biden,Negative,march_16,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_16,0.0,-0.6064139941690962
FOX,Biden,Negative,march_16,-1.0,-0.6064139941690962
FOX,Biden,Positive,march_16,1.0,-0.6064139941690962
FOX,Biden,Positive,march_16,1.0,-0.6064139941690962
FOX,Biden,Negative,march_16,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_16,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_16,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_16,-1.0,-0.6064139941690962
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Positive,march_16,1.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Negative,march_16,-1.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Negative,march_16,-1.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_16,0.0,-0.06451612903225806
NBC,Biden,Neutral,march_16,0.0,0.38235294117647056
NBC,Biden,Neutral,march_16,0.0,0.38235294117647056
NBC,Biden,Negative,march_16,-1.0,0.38235294117647056
NBC,Biden,Neutral,march_16,0.0,0.38235294117647056
NBC,Biden,Neutral,march_16,0.0,0.38235294117647056
NBC,Biden,Neutral,march_16,0.0,0.38235294117647056
NBC,Biden,Neutral,march_16,0.0,0.38235294117647056
NBC,Trump,Neutral,march_16,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_16,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_16,0.0,-0.2328767123287671
NBC,Trump,Negative,march_16,-1.0,-0.2328767123287671
NBC,Trump,Neutral,march_16,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_16,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_16,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_16,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_16,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_16,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_16,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_16,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_16,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_16,0.0,-0.2328767123287671
NBC,Trump,Negative,march_16,-1.0,-0.2328767123287671
CNN,Biden,Positive,march_17,1.0,0.1935483870967742
CNN,Trump,Negative,march_17,-1.0,-0.39896373056994816
CNN,Trump,Negative,march_17,-1.0,-0.39896373056994816
CNN,Trump,Neutral,march_17,0.0,-0.39896373056994816
CNN,Trump,Negative,march_17,-1.0,-0.39896373056994816
CNN,Trump,Neutral,march_17,0.0,-0.39896373056994816
CNN,Trump,Negative,march_17,-1.0,-0.39896373056994816
CNN,Trump,Neutral,march_17,0.0,-0.39896373056994816
CNN,Trump,Negative,march_17,-1.0,-0.39896373056994816
CNN,Trump,Neutral,march_17,0.0,-0.39896373056994816
CNN,Trump,Negative,march_17,-1.0,-0.39896373056994816
CNN,Trump,Neutral,march_17,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_17,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_17,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_17,0.0,-0.39896373056994816
CNN,Trump,Negative,march_17,-1.0,-0.39896373056994816
FOX,Biden,Negative,march_17,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_17,0.0,-0.6064139941690962
FOX,Biden,Negative,march_17,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_17,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_17,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_17,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_17,0.0,-0.6064139941690962
FOX,Biden,Negative,march_17,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_17,0.0,-0.6064139941690962
FOX,Trump,Neutral,march_17,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_17,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_17,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_17,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_17,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_17,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_17,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_17,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_17,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_17,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_17,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_17,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_17,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_17,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_17,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_17,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_17,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_17,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_17,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_17,0.0,-0.06451612903225806
NBC,Biden,Neutral,march_17,0.0,0.38235294117647056
NBC,Biden,Neutral,march_17,0.0,0.38235294117647056
NBC,Biden,Neutral,march_17,0.0,0.38235294117647056
NBC,Biden,Neutral,march_17,0.0,0.38235294117647056
NBC,Biden,Positive,march_17,1.0,0.38235294117647056
NBC,Trump,Neutral,march_17,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_17,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_17,0.0,-0.2328767123287671
NBC,Trump,Negative,march_17,-1.0,-0.2328767123287671
NBC,Trump,Neutral,march_17,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_17,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_17,0.0,-0.2328767123287671
CNN,Biden,Neutral,march_21,0.0,0.1935483870967742
CNN,Biden,Neutral,march_21,0.0,0.1935483870967742
CNN,Biden,Negative,march_21,-1.0,0.1935483870967742
CNN,Biden,Neutral,march_21,0.0,0.1935483870967742
CNN,Biden,Neutral,march_21,0.0,0.1935483870967742
CNN,Trump,Negative,march_21,-1.0,-0.39896373056994816
CNN,Trump,Negative,march_21,-1.0,-0.39896373056994816
CNN,Trump,Negative,march_21,-1.0,-0.39896373056994816
CNN,Trump,Negative,march_21,-1.0,-0.39896373056994816
CNN,Trump,Negative,march_21,-1.0,-0.39896373056994816
CNN,Trump,Neutral,march_21,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_21,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_21,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_21,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_21,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_21,0.0,-0.39896373056994816
CNN,Trump,Neutral,march_21,0.0,-0.39896373056994816
CNN,Trump,Negative,march_21,-1.0,-0.39896373056994816
CNN,Trump,Negative,march_21,-1.0,-0.39896373056994816
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_21,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_21,0.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_21,0.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_21,0.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_21,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_21,0.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_21,0.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_21,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_21,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_21,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_21,0.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_21,0.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_21,0.0,-0.6064139941690962
FOX,Biden,Positive,march_21,1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_21,0.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_21,0.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_21,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_21,0.0,-0.6064139941690962
FOX,Trump,Negative,march_21,-1.0,-0.06451612903225806
FOX,Trump,Neutral,march_21,0.0,-0.06451612903225806
FOX,Trump,Positive,march_21,1.0,-0.06451612903225806
FOX,Trump,Neutral,march_21,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_21,0.0,-0.06451612903225806
FOX,Trump,Negative,march_21,-1.0,-0.06451612903225806
NBC,Biden,Positive,march_21,1.0,0.38235294117647056
NBC,Biden,Positive,march_21,1.0,0.38235294117647056
NBC,Biden,Neutral,march_21,0.0,0.38235294117647056
NBC,Biden,Positive,march_21,1.0,0.38235294117647056
NBC,Biden,Neutral,march_21,0.0,0.38235294117647056
NBC,Biden,Positive,march_21,1.0,0.38235294117647056
NBC,Biden,Positive,march_21,1.0,0.38235294117647056
NBC,Biden,Positive,march_21,1.0,0.38235294117647056
NBC,Biden,Neutral,march_21,0.0,0.38235294117647056
NBC,Trump,Negative,march_21,-1.0,-0.2328767123287671
NBC,Trump,Neutral,march_21,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_21,0.0,-0.2328767123287671
NBC,Trump,Negative,march_21,-1.0,-0.2328767123287671
NBC,Trump,Negative,march_21,-1.0,-0.2328767123287671
NBC,Trump,Neutral,march_21,0.0,-0.2328767123287671
NBC,Trump,Positive,march_21,1.0,-0.2328767123287671
NBC,Trump,Positive,march_21,1.0,-0.2328767123287671
NBC,Trump,Negative,march_21,-1.0,-0.2328767123287671
NBC,Trump,Negative,march_21,-1.0,-0.2328767123287671
NBC,Trump,Negative,march_21,-1.0,-0.2328767123287671
NBC,Trump,Neutral,march_21,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_21,0.0,-0.2328767123287671
NBC,Trump,Negative,march_21,-1.0,-0.2328767123287671
NBC,Trump,Neutral,march_21,0.0,-0.2328767123287671
NBC,Trump,Negative,march_21,-1.0,-0.2328767123287671
NBC,Trump,Positive,march_21,1.0,-0.2328767123287671
NBC,Trump,Neutral,march_21,0.0,-0.2328767123287671
NBC,Trump,Negative,march_21,-1.0,-0.2328767123287671
NBC,Trump,Neutral,march_21,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_21,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_21,0.0,-0.2328767123287671
NBC,Biden,Positive,march_21,1.0,0.38235294117647056
NBC,Biden,Positive,march_21,1.0,0.38235294117647056
NBC,Biden,Neutral,march_21,0.0,0.38235294117647056
NBC,Biden,Positive,march_21,1.0,0.38235294117647056
NBC,Biden,Neutral,march_21,0.0,0.38235294117647056
NBC,Biden,Positive,march_21,1.0,0.38235294117647056
NBC,Biden,Positive,march_21,1.0,0.38235294117647056
NBC,Biden,Positive,march_21,1.0,0.38235294117647056
NBC,Biden,Neutral,march_21,0.0,0.38235294117647056
CNN,Biden,Neutral,march_27,0.0,0.1935483870967742
CNN,Biden,Negative,march_27,-1.0,0.1935483870967742
CNN,Biden,Neutral,march_27,0.0,0.1935483870967742
CNN,Trump,Negative,march_27,-1.0,-0.39896373056994816
CNN,Trump,Negative,march_27,-1.0,-0.39896373056994816
CNN,Trump,Negative,march_27,-1.0,-0.39896373056994816
CNN,Trump,Negative,march_27,-1.0,-0.39896373056994816
CNN,Trump,Neutral,march_27,0.0,-0.39896373056994816
CNN,Trump,Negative,march_27,-1.0,-0.39896373056994816
CNN,Trump,Negative,march_27,-1.0,-0.39896373056994816
CNN,Trump,Negative,march_27,-1.0,-0.39896373056994816
CNN,Trump,Negative,march_27,-1.0,-0.39896373056994816
FOX,Biden,Negative,march_27,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_27,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_27,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_27,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_27,0.0,-0.6064139941690962
FOX,Biden,Negative,march_27,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_27,0.0,-0.6064139941690962
FOX,Biden,Negative,march_27,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_27,0.0,-0.6064139941690962
FOX,Biden,Negative,march_27,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_27,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_27,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_27,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_27,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_27,0.0,-0.6064139941690962
FOX,Biden,Neutral,march_27,0.0,-0.6064139941690962
FOX,Biden,Negative,march_27,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_27,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_27,0.0,-0.6064139941690962
FOX,Biden,Negative,march_27,-1.0,-0.6064139941690962
FOX,Biden,Neutral,march_27,0.0,-0.6064139941690962
FOX,Biden,Negative,march_27,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_27,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_27,-1.0,-0.6064139941690962
FOX,Biden,Negative,march_27,-1.0,-0.6064139941690962
FOX,Trump,Neutral,march_27,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_27,0.0,-0.06451612903225806
FOX,Trump,Neutral,march_27,0.0,-0.06451612903225806
FOX,Trump,Negative,march_27,-1.0,-0.06451612903225806
FOX,Trump,Neutral,march_27,0.0,-0.06451612903225806
FOX,Trump,Negative,march_27,-1.0,-0.06451612903225806
FOX,Trump,Positive,march_27,1.0,-0.06451612903225806
FOX,Trump,Positive,march_27,1.0,-0.06451612903225806
FOX,Trump,Positive,march_27,1.0,-0.06451612903225806
FOX,Trump,Neutral,march_27,0.0,-0.06451612903225806
FOX,Trump,Negative,march_27,-1.0,-0.06451612903225806
FOX,Trump,Neutral,march_27,0.0,-0.06451612903225806
FOX,Trump,Positive,march_27,1.0,-0.06451612903225806
FOX,Trump,Negative,march_27,-1.0,-0.06451612903225806
FOX,Trump,Mixed,march_27,,-0.06451612903225806
FOX,Trump,Positive,march_27,1.0,-0.06451612903225806
FOX,Trump,Positive,march_27,1.0,-0.06451612903225806
FOX,Trump,Negative,march_27,-1.0,-0.06451612903225806
FOX,Trump,Positive,march_27,1.0,-0.06451612903225806
FOX,Trump,Positive,march_27,1.0,-0.06451612903225806
NBC,Biden,Neutral,march_27,0.0,0.38235294117647056
NBC,Biden,Neutral,march_27,0.0,0.38235294117647056
NBC,Biden,Negative,march_27,-1.0,0.38235294117647056
NBC,Biden,Neutral,march_27,0.0,0.38235294117647056
NBC,Trump,Neutral,march_27,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_27,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_27,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_27,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_27,0.0,-0.2328767123287671
NBC,Trump,Neutral,march_27,0.0,-0.2328767123287671
NBC,Trump,Negative,march_27,-1.0,-0.2328767123287671
NBC,Trump,Positive,march_27,1.0,-0.2328767123287671
NBC,Trump,Negative,march_27,-1.0,-0.2328767123287671
CNN,Biden,Neutral,march_8,0.0,0.1935483870967742
CNN,Biden,Neutral,march_8,0.0,0.1935483870967742
CNN,Biden,Positive,march_8,1.0,0.1935483870967742
CNN,Biden,Neutral,march_8,0.0,0.1935483870967742
CNN,Biden,Neutral,march_8,0.0,0.1935483870967742
CNN,Biden,Neutral,march_8,0.0,0.1935483870967742
CNN,Biden,Positive,march_8,1.0,0.1935483870967742
CNN,Biden,Negative,march_8,-1.0,0.1935483870967742
CNN,Biden,Neutral,march_8,0.0,0.1935483870967742
CNN,Biden,Neutral,march_8,0.0,0.1935483870967742
CNN,Biden,Positive,march_8,1.0,0.1935483870967742
CNN,Biden,Neutral,march_8,0.0,0.1935483870967742
CNN,Biden,Negative,march_8,-1.0,0.1935483870967742
CNN,Biden,Positive,march_8,1.0,0.1935483870967742
CNN,Biden,Positive,march_8,1.0,0.1935483870967742
CNN,Biden,Positive,march_8,1.0,0.1935483870967742
CNN,Biden,Neutral,march_8,0.0,0.1935483870967742
CNN,Biden,Neutral,march_8,0.0,0.1935483870967742
CNN,Biden,Neutral,march_8,0.0,0.1935483870967742
CNN,Biden,Neutral,march_8,0.0,0.1935483870967742
CNN,Biden,Neutral,march_8,0.0,0.1935483870967742
CNN,Biden,Neutral,march_8,0.0,0.1935483870967742
CNN,Biden,Neutral,march_8,0.0,0.1935483870967742
CNN,Biden,Neutral,march_8,0.0,0.1935483870967742
CNN,Biden,Positive,march_8,1.0,0.1935483870967742
CNN,Biden,Neutral,march_8,0.0,0.1935483870967742
